,PDF Name,County,co_fips,State,FIPS,T1,T2,pie_classes,TC,AG,TURF,IMP,WT,OT,OT4C,TOT,lu_pct_tc,lu_pct_ag,lu_pct_tg,lu_pct_imp,lu_pct_wt,lu_pct_ot,lu_pct_ot4c,FORE,TCIS,TCTG,TCOT,tc_pct_fore,tc_pct_tcis,tc_pct_tctg,tc_pct_tcot,pdev_tc,dev_tc,tc_gain,tc_pdev,tc_dev,tc_loss,tc_net,tc_net verbiage,GEOID,County Name,BaseCountyName,countycityCamel,ConditionalCounty,countycity,Carbon Sequestration (tons),Carbon Sequestration (tons Custom),Carbon Sequestration ($),,Carbon Sequestration ($Custom),AvoidedRunoff (gall),AvoidedRunoff (Gal Custom),Avoided Runoff ($),Avoided Runoff ($ Millions),Avoided Runoff (rounded$),Avoided Runoff ($Custom),Total Air (lbs),Total Air ($), Total Air (lbs custom) ,Total Air ($Custom),AB mil plus,AB sub mil,AB format if,Annual Benefits ($Custom),map_path,ContactAddress,URL,ContactText,LinkText,base_URL_spacescommas,Download_URL,Download_HTML
97,"Tree Cover Fact Sheet Juniata County, PA 2013-2017.pdf",Juniata,juni_42067,PA,42067,2013,2017,6class,"165,895","64,399","6,474","5,115",406,"7,851","72,656","250,140",66.3,25.7,2.6,2,0.2,3.1,29,"158,834",623,"3,259","3,179",95.7,0.4,2,1.9,57,4,61,313,38,351,-290,Net Loss,42067,Juniata County,Juniata,County,County,county,"163,809","164,000","$30,796,131 ",$30.8  million,$30.8  million,73386984, 73.4 million gallons ,"$655,786 ",$0.7 million,655800,"$655,800 ",9783565.065,1975293.703,9.8 Million,$2.0 Million,$33.4 Million,"$33,427,000 ",$33.4 Million,$33.4 Million,folder/juni_42067_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Juniata County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Juniata%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Juniata%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
98,"Tree Cover Fact Sheet Kent County, DE 2013-2018.pdf",Kent,kent_10001,DE,10001,2013,2018,6class,"118,545","156,528","23,796","20,757","38,245","11,776","206,549","369,647",32.1,42.3,6.4,5.6,10.3,3.2,55.8,"102,014","1,201","10,586","4,744",86.1,1,8.9,4,108,17,125,297,261,559,-433,Net Loss,10001,Kent County,Kent,County,County,county,"160,711","161,000","$30,213,583 ",$30.2  million,$30.2  million,181406968, 181.4 million gallons ,"$1,621,053 ",$1.6 million,1621100,$1.6 million,10515528.81,3761499.334,10.5 Million,$3.8 Million,$35.6 Million,"$35,596,000 ",$35.6 Million,$35.6 Million,folder/kent_10001_hexmap.PNG,,https://agriculture.delaware.gov/forest-service/urban-and-community/,,Delaware Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Kent County, DE 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Kent%20County%2C%20DE%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Kent%20County%2C%20DE%202013-2018.pdf>Download Fact Sheet</a>
99,"Tree Cover Fact Sheet Kent County, MD 2013-2018.pdf",Kent,kent_24029,MD,24029,2013,2018,6class,"52,646","106,928","4,471","4,630","5,052","2,765","114,744","176,491",29.8,60.6,2.5,2.6,2.9,1.6,65.1,"46,138",416,"2,804","3,289",87.6,0.8,5.3,6.2,33,9,42,21,26,47,-5,Net Loss,24029,Kent County,Kent,County,County,county,"68,815","69,000","$12,937,277 ",$12.9  million,$12.9  million,9217782, 9.2 million gallons ,"$82,370 ",$0.1 million,82400,"$82,400 ",4342505.431,360509.3597,4.3 Million,"$360,509",$13.4 Million,"$13,380,000 ",$13.4 Million,$13.4 Million,folder/kent_24029_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Kent County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Kent%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Kent%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
100,"Tree Cover Fact Sheet King and Queen County, VA 2014-2018.pdf",King and Queen,king_51097,VA,51097,2014,2018,6class,"131,870","36,014","2,254","2,407","3,873","23,339","63,227","199,758",66,18,1.1,1.2,1.9,11.7,31.6,"128,493",688,"1,351","1,338",97.4,0.5,1,1,7,22,29,231,21,252,-223,Net Loss,51097,King and Queen County,King and Queen,County,County,county,"156,361","157,000","$29,395,876 ",$29.4  million,$29.4  million,30339842, 30.3 million gallons ,"$271,117 ",$0.3 million,271200,"$271,200 ",11313145.24,429313.8754,11.3 Million,"$429,314",$30.1 Million,"$30,096,000 ",$30.1 Million,$30.1 Million,folder/king_51097_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet King and Queen County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20King%20and%20Queen%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20King%20and%20Queen%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
101,"Tree Cover Fact Sheet King George County, VA 2014-2018.pdf",King George,king_51099,VA,51099,2014,2018,6class,"79,031","18,449","4,232","3,874","1,972","5,915","26,337","113,473",69.6,16.3,3.7,3.4,1.7,5.2,23.2,"74,110",347,"3,392","1,182",93.8,0.4,4.3,1.5,17,10,28,75,61,137,-109,Net Loss,51099,King George County,King George,County,County,county,"93,709","94,000","$17,617,260 ",$17.6  million,$17.6  million,57359136, 57.4 million gallons ,"$512,561 ",$0.5 million,512600,"$512,600 ",5841391.445,691926.3281,5.8 Million,"$691,926",$18.8 Million,"$18,822,000 ",$18.8 Million,$18.8 Million,folder/king_51099_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet King George County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20King%20George%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20King%20George%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
102,"Tree Cover Fact Sheet King William County, VA 2014-2018.pdf",King William,king_51101,VA,51101,2014,2018,6class,"106,600","35,470","3,183","3,437","5,054","19,049","59,573","172,793",61.7,20.5,1.8,2,2.9,11,34.4,"102,094",370,"2,632","1,504",95.8,0.3,2.5,1.4,10,12,22,318,73,391,-369,Net Loss,51101,King William County,King William,County,County,county,"126,397","127,000","$23,762,727 ",$23.8  million,$23.8  million,31733295, 31.7 million gallons ,"$283,569 ",$0.3 million,283600,"$283,600 ",8905219.235,535460.3259,8.9 Million,"$535,460",$24.6 Million,"$24,582,000 ",$24.6 Million,$24.6 Million,folder/king_51101_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet King William County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20King%20William%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20King%20William%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
103,"Tree Cover Fact Sheet Lackawanna County, PA 2013-2017.pdf",Lackawanna,lack_42069,PA,42069,2013,2017,6class,"195,536","32,288","16,288","21,013","3,299","23,605","59,191","292,029",67,11.1,5.6,7.2,1.1,8.1,20.3,"177,214","1,021","11,490","5,812",90.6,0.5,5.9,3,154,39,193,747,358,1105,-912,Net Loss,42069,Lackawanna County,Lackawanna,County,County,county,"193,078","194,000","$36,298,634 ",$36.3  million,$36.3  million,640383248, 640.4 million gallons ,"$5,722,465 ",$5.7 million,5722500,$5.7 million,10182605.98,15610558.44,10.2 Million,$15.6 Million,$57.6 Million,"$57,632,000 ",$57.6 Million,$57.6 Million,folder/lack_42069_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lackawanna County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lackawanna%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lackawanna%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
104,"Tree Cover Fact Sheet Lancaster County, PA 2013-2017.pdf",Lancaster,lanc_42071,PA,42071,2013,2017,6class,"147,495","324,267","64,199","51,805","1,560","16,902","342,729","606,227",24.3,53.5,10.6,8.5,0.3,2.8,56.6,"102,884","2,818","27,310","14,482",69.8,1.9,18.5,9.8,242,43,285,456,422,878,-593,Net Loss,42071,Lancaster County,Lancaster,County,County,county,"145,640","146,000","$27,380,312 ",$27.4  million,$27.4  million,504985249, 505 million gallons ,"$4,512,548 ",$4.5 million,4512600,$4.5 million,9378026.612,6549355.124,9.4 Million,$6.5 Million,$38.4 Million,"$38,442,000 ",$38.4 Million,$38.4 Million,folder/lanc_42071_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lancaster County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lancaster%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lancaster%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
105,"Tree Cover Fact Sheet Lancaster County, VA 2014-2018.pdf",Lancaster,lanc_51103,VA,51103,2014,2018,6class,"56,413","15,712","4,407","2,835","1,245","3,919","20,876","84,532",66.7,18.6,5.2,3.4,1.5,4.6,24.7,"52,485",474,"2,467",987,93,0.8,4.4,1.8,11,14,25,107,42,149,-124,Net Loss,51103,Lancaster County,Lancaster,County,County,county,"66,890","67,000","$12,575,353 ",$12.6  million,$12.6  million,35628862, 35.6 million gallons ,"$318,380 ",$0.3 million,318400,"$318,400 ",4989405.303,769671.8619,5.0 Million,"$769,672",$13.7 Million,"$13,663,000 ",$13.7 Million,$13.7 Million,folder/lanc_51103_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lancaster County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lancaster%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lancaster%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
106,"Tree Cover Fact Sheet Lebanon County, PA 2013-2017.pdf",Lebanon,leba_42075,PA,42075,2013,2017,6class,"85,704","97,880","17,004","16,160",602,"13,118","111,600","230,468",37.2,42.5,7.4,7,0.3,5.7,48.5,"72,181",916,"6,846","5,760",84.2,1.1,8,6.7,116,16,132,512,136,648,-515,Net Loss,42075,Lebanon County,Lebanon,County,County,county,"84,626","85,000","$15,909,677 ",$15.9  million,$15.9  million,244186666, 244.2 million gallons ,"$2,182,052 ",$2.2 million,2182100,$2.2 million,5210538.977,2739740.397,5.2 Million,$2.7 Million,$20.8 Million,"$20,831,000 ",$20.8 Million,$20.8 Million,folder/leba_42075_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lebanon County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lebanon%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lebanon%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
107,"Tree Cover Fact Sheet Lexington, VA 2014-2018.pdf",Lexington,lexi_51678,VA,51678,2014,2018,4class,650,36,413,451,0,51,87,"1,602",40.6,2.3,25.8,28.1,0,3.2,5.5,155,44,392,58,23.9,6.8,60.3,9,0,0,1,13,9,21,-20,Net Loss,51678,Lexington,Lexington,City,,city,771,780,"$144,906 ",$0.1  million,$0.1  million,12214537, 12.2 million gallons ,"$109,149 ",$0.1 million,109200,"$109,200 ",43600.00044,143410.6845,"43,600","$143,411",$0.4 Million,"$397,000 ","$397,000 ","$397,000 ",folder/lexi_51678_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lexington, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lexington%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lexington%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
108,"Tree Cover Fact Sheet Livingston County, NY 2013-2017.pdf",Livingston,livi_36051,NY,36051,2013,2017,6class,"173,446","181,606","15,701","10,310","12,464","8,706","202,777","402,234",43.1,45.1,3.9,2.6,3.1,2.2,50.4,"155,445","1,054","8,084","8,863",89.6,0.6,4.7,5.1,80,23,103,60,30,90,14,Net Gain,36051,Livingston County,Livingston,County,County,county,"168,458","169,000","$31,670,016 ",$31.7  million,$31.7  million,142684415, 142.7 million gallons ,"$1,275,028 ",$1.3 million,1275100,$1.3 million,9011520.717,1429150.756,9.0 Million,$1.4 Million,$34.4 Million,"$34,374,000 ",$34.4 Million,$34.4 Million,folder/livi_36051_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Livingston County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Livingston%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Livingston%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
109,"Tree Cover Fact Sheet Loudoun County, VA 2014-2018.pdf",Loudon,loud_51107,VA,51107,2014,2018,6class,"145,075","109,063","30,267","33,404","1,018","12,114","122,195","330,941",43.8,33,9.1,10.1,0.3,3.7,37,"115,501","2,932","16,345","10,298",79.6,2,11.3,7.1,179,115,294,1354,1181,2535,"-2,241",Net Loss,51107,Loudoun County,Loudoun,County,County,county,"172,019","173,000","$32,339,556 ",$32.3  million,$32.3  million,535750023, 535.8 million gallons ,"$4,787,462 ",$4.8 million,4787500,$4.8 million,10167142.9,4613722.145,10.2 Million,$4.6 Million,$41.7 Million,"$41,741,000 ",$41.7 Million,$41.7 Million,folder/loud_51107_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Loudoun County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Loudoun%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Loudoun%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
110,"Tree Cover Fact Sheet Louisa County, VA 2014-2018.pdf",Louisa,loui_51109,VA,51109,2014,2018,6class,"215,305","48,101","8,550","7,062","1,103","37,566","86,770","317,688",67.8,15.1,2.7,2.2,0.3,11.8,27.2,"203,165",755,"7,186","4,198",94.4,0.4,3.3,1.9,30,17,48,1461,185,1646,"-1,598",Net Loss,51109,Louisa County,Louisa,County,County,county,"255,292","256,000","$47,994,862 ",$48.0  million,$48.0  million,60513612, 60.5 million gallons ,"$540,750 ",$0.5 million,540800,"$540,800 ",15483339.73,1047939.966,15.5 Million,$1.0 Million,$49.6 Million,"$49,584,000 ",$49.6 Million,$49.6 Million,folder/loui_51109_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Louisa County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Louisa%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Louisa%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
111,"Tree Cover Fact Sheet Lunenburg County, VA 2014-2018.pdf",Lunenburg,lune_51111,VA,51111,2014,2018,6class,"182,893","39,810","3,620","4,080",512,"43,898","84,220","274,813",66.6,14.5,1.3,1.5,0.2,16,30.7,"177,161",389,"2,328","3,015",96.9,0.2,1.3,1.6,29,17,46,1118,261,1380,"-1,334",Net Loss,51111,Lunenburg County,Lunenburg,County,County,county,"216,860","217,000","$40,769,743 ",$40.8  million,$40.8  million,37220955, 37.2 million gallons ,"$332,606 ",$0.3 million,332700,"$332,700 ",14387110.47,782958.7818,14.4 Million,"$782,959",$41.9 Million,"$41,885,000 ",$41.9 Million,$41.9 Million,folder/lune_51111_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lunenburg County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lunenburg%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lunenburg%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
112,"Tree Cover Fact Sheet Luzerne County, PA 2013-2017.pdf",Luzerne,luze_42079,PA,42079,2013,2017,6class,"406,681","53,318","26,435","31,326","4,498","44,689","102,506","566,948",71.7,9.4,4.7,5.5,0.8,7.9,18.1,"377,027","2,399","19,043","8,212",92.7,0.6,4.7,2,92,29,121,1148,557,1704,"-1,583",Net Loss,42079,Luzerne County,Luzerne,County,County,county,"401,568","402,000","$75,494,743 ",$75.5  million,$75.5  million,1028751209, 1 billion gallons ,"$9,192,921 ",$9.2 million,9193000,$9.2 million,21053821.87,26581850.29,21.1 Million,$26.6 Million,$111.3 Million,"$111,270,000 ",$111.3 Million,$49.6 Million,folder/luze_42079_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Luzerne County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Luzerne%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Luzerne%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
113,"Tree Cover Fact Sheet Lycoming County, PA 2013-2017.pdf",Lycoming,lyco_42081,PA,42081,2013,2017,6class,"604,323","114,010","19,757","18,831","1,233","30,113","145,356","788,266",76.7,14.5,2.5,2.4,0.2,3.8,18.5,"583,092","2,028","10,108","9,095",96.5,0.3,1.7,1.5,40,6,47,580,386,967,-920,Net Loss,42081,Lycoming County,Lycoming,County,County,county,"596,724","597,000","$112,184,132 ",$112.2  million,$112.2  million,447252102, 447.3 million gallons ,"$3,996,645 ",$4.0 million,3996700,$4.0 million,33369349.2,8353807.097,33.4 Million,$8.4 Million,$124.5 Million,"$124,535,000 ",$124.5 Million,$124.5 Million,folder/lyco_42081_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lycoming County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lycoming%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lycoming%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
114,"Tree Cover Fact Sheet Lynchburg, VA 2014-2018.pdf",Lynchburg,lync_51680,VA,51680,2014,2018,4class,"16,399",432,"5,415","7,660",3,"1,517","1,952","31,427",52.2,1.4,17.2,24.4,0,4.8,6.2,"10,309",387,"5,010",693,62.9,2.4,30.6,4.2,28,23,51,353,72,425,-373,Net Loss,51680,Lynchburg,Lynchburg,City,,city,"19,445","20,000","$3,655,649 ",$3.7  million,$3.7  million,218740921, 218.7 million gallons ,"$1,954,669 ",$2.0 million,1954700,$2.0 million,1094227.234,2515384.304,1.1 Million,$2.5 Million,$8.1 Million,"$8,126,000 ",$8.1 Million,$8.1 Million,folder/lync_51680_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Lynchburg, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lynchburg%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Lynchburg%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
115,"Tree Cover Fact Sheet Madison County, NY 2013-2017.pdf",Madison,madi_36053,NY,36053,2013,2017,6class,"226,348","147,132","15,481","11,252","5,253","12,076","164,462","417,542",54.2,35.2,3.7,2.7,1.3,2.9,39.4,"204,625","1,679","8,419","11,624",90.4,0.7,3.7,5.1,78,29,108,126,81,208,-100,Net Loss,36053,Madison County,Madison,County,County,county,"219,838","220,000","$41,329,481 ",$41.3  million,$41.3  million,119792727, 119.8 million gallons ,"$1,070,468 ",$1.1 million,1070500,$1.1 million,13161813.51,2401013.949,13.2 Million,$2.4 Million,$44.8 Million,"$44,801,000 ",$44.8 Million,$44.8 Million,folder/madi_36053_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Madison County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Madison%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Madison%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
116,"Tree Cover Fact Sheet Madison County, VA 2014-2018.pdf",Madison,madi_51113,VA,51113,2014,2018,6class,"135,641","58,948","3,493","3,020",181,"3,916","63,046","205,200",66.1,28.7,1.7,1.5,0.1,1.9,30.7,"127,449",552,"2,941","4,700",94,0.4,2.2,3.5,23,10,33,67,38,105,-72,Net Loss,51113,Madison County,Madison,County,County,county,"160,832","161,000","$30,236,476 ",$30.2  million,$30.2  million,29674571, 29.7 million gallons ,"$265,172 ",$0.3 million,265200,"$265,200 ",10067068.25,479514.2515,10.1 Million,"$479,514",$31.0 Million,"$30,981,000 ",$31.0 Million,$31.0 Million,folder/madi_51113_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Madison County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Madison%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Madison%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
117,"Tree Cover Fact Sheet Manassas, VA 2014-2018.pdf",Manassas,mana_51683,VA,51683,2014,2018,4class,"1,499",148,"1,464","2,569",21,592,761,"6,292",23.8,2.4,23.3,40.8,0.3,9.4,12.1,320,81,968,130,21.4,5.4,64.6,8.6,12,5,17,7,15,22,-5,Net Loss,51683,Manassas,Manassas,City,,city,"1,777","2,000","$334,129 ",$0.3  million,$0.3  million,23406049, 23.4 million gallons ,"$209,156 ",$0.2 million,209200,"$209,200 ",48881.65859,180960.9726,"48,882","$180,961",$0.7 Million,"$724,000 ","$724,000 ","$724,000 ",folder/mana_51683_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Manassas, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Manassas%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Manassas%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
